mon,dom,dow,carrier,flight,org,mile,depart,duration,delay
2,1,6,UA,514,ORD,865,18.25,142,-12
6,15,2,B6,123,JFK,944,13.08,163,7
8,28,0,B6,1107,JFK,426,16.58,120,31
10,13,4,B6,173,JFK,2569,18.5,422,37
4,2,5,OO,6259,ORD,130,8.1,54,9
0,12,6,AA,423,JFK,1090,11.5,190,8
8,26,5,AA,382,ORD,733,10.17,130,NA
9,18,6,WN,2319,SJC,333,16.92,70,-8
5,19,4,AA,2435,ORD,1440,13.33,215,33
3,30,3,B6,36,JFK,264,20.42,103,-11
4,29,4,OO,5444,SFO,191,17.58,66,-12
9,24,5,AA,1144,SFO,1464,13.25,205,-20
4,5,1,UA,1550,SFO,414,17.75,91,26
6,21,1,AA,1693,ORD,1745,20.83,250,28
6,27,0,AA,337,LGA,733,14.98,160,36
8,23,2,AA,2463,ORD,403,7.5,85,-11
11,7,0,UA,374,SFO,1504,11.4,207,-4
3,25,5,UA,707,ORD,888,6.08,149,24
3,25,5,AA,1472,SFO,1846,13.42,255,201
9,12,0,AA,2443,LGA,761,9.98,160,-41
1,4,1,UA,17,JFK,2586,17.75,394,8
2,6,4,UA,472,ORD,528,13.73,100,-11
7,17,0,US,322,SMF,397,9.57,81,0
5,5,4,WN,1896,SFO,337,12,80,24
8,22,1,AA,329,LGA,733,12.5,149,10
8,22,1,WN,811,SJC,342,12.75,75,71
5,24,2,WN,1466,SMF,480,8.83,90,-1
8,29,1,UA,922,ORD,589,6,105,-7
10,10,1,US,1435,LGA,544,12.98,122,-14
7,16,6,UA,605,ORD,1739,10.52,260,20
1,3,0,UA,636,ORD,412,6.5,86,-16
6,6,0,AA,179,JFK,2586,9.08,360,25
6,27,0,OO,6475,SMF,373,21.48,91,-10
9,9,4,WN,1435,SMF,389,19.75,75,-8
5,28,6,AA,2357,ORD,802,20.75,135,NA
0,1,2,UA,496,ORD,296,13.75,75,68
6,22,2,AA,1639,JFK,1597,19.42,270,113
1,24,0,B6,1,JFK,1069,10.92,184,11
4,29,4,AA,1687,ORD,1739,10.42,260,-6
0,30,3,UA,896,ORD,606,13.25,117,-9
9,21,2,AA,2099,ORD,1745,7,255,-8
6,27,0,WN,3506,SJC,697,8.75,125,47
3,3,4,AA,85,JFK,2586,15.5,385,109
9,8,3,AA,1757,LGA,887,12.92,160,-3
1,7,4,AA,1823,ORD,1144,9,170,8
0,30,3,WN,2967,SMF,358,12.25,70,NA
6,20,0,UA,872,SFO,2419,11.07,315,27
7,2,6,US,524,JFK,2153,9.92,323,26
2,26,3,AA,695,LGA,1076,9.75,205,-13
4,15,4,OH,5269,LGA,292,18.75,101,193
4,11,0,UA,690,ORD,733,17,137,-12
11,10,3,B6,133,JFK,1074,10.18,197,40
4,6,2,WN,3334,SJC,697,14,125,-18
0,3,4,UA,488,ORD,763,17.85,121,47
8,8,1,OO,5796,SFO,153,19.92,53,-9
2,22,6,AA,860,ORD,235,21.92,64,2
11,21,0,US,870,ORD,1515,18.83,237,33
0,28,1,OO,5944,ORD,557,15.5,119,NA
3,10,4,OO,5889,ORD,925,14.83,166,35
0,20,0,WN,2612,TUS,367,11.83,75,2
10,11,2,AA,1940,ORD,1197,20.08,174,16
11,21,0,B6,1016,JFK,187,19.42,99,219
0,11,5,UA,734,ORD,412,13.67,83,1
0,11,5,OO,5447,SFO,158,9.83,62,NA
0,18,5,AA,2033,JFK,1391,14.92,245,18
6,13,0,WN,3253,SJC,569,10.83,100,-8
1,15,5,OH,5594,LGA,544,17.98,144,15
3,28,1,OO,5560,SFO,77,6.48,38,22
11,10,3,AA,1918,ORD,719,18.92,124,50
11,28,0,AA,1709,LGA,1097,20.33,190,-34
2,6,4,UA,574,ORD,235,14.25,76,-6
9,23,4,AA,1659,ORD,403,20.75,90,-16
2,7,5,AA,2377,LGA,761,6.5,150,43
0,18,5,AA,2481,ORD,1440,9.92,230,2
9,26,0,AA,2223,LGA,887,17,170,-4
5,22,0,OO,5907,ORD,67,7.85,46,23
2,30,0,HA,595,OGG,100,21.17,34,4
7,17,0,UA,719,ORD,588,20.12,109,-11
4,8,4,B6,139,JFK,1074,13.92,184,-13
10,9,0,AA,638,TUS,813,12.08,125,1
1,3,0,WN,1114,SJC,188,20.25,55,23
4,29,4,OO,5873,ORD,109,10.4,47,-12
11,3,3,UA,328,ORD,599,6.65,107,22
5,27,5,OH,5715,LGA,585,16.5,138,76
5,22,0,B6,377,LGA,1076,13.33,179,NA
5,17,2,OH,5687,JFK,740,7.25,175,-14
11,6,6,AA,1229,LGA,1035,12,195,-19
6,6,0,OO,5944,ORD,557,15.95,116,6
2,5,3,OO,6439,ORD,213,20.17,68,39
4,2,5,WN,298,SMF,404,17,80,51
6,12,6,AA,380,ORD,733,10.83,135,63
2,30,0,OO,5756,SFO,153,13,58,0
11,28,0,OO,6044,ORD,1118,9.83,189,19
11,8,1,OO,5845,ORD,160,9.98,56,-2
5,9,1,AA,2309,ORD,802,8.5,135,29
6,27,0,US,2183,LGA,214,17,75,75
8,3,3,OO,6018,ORD,588,11.98,111,-2
5,26,4,AA,1,JFK,2475,9,355,-9
0,18,5,US,2120,LGA,185,9,76,-8
6,26,6,UA,500,ORD,177,14.77,64,33
6,13,0,UA,207,ORD,1846,9.08,267,95
2,3,1,WN,285,SMF,389,17.42,75,-3
3,23,3,UA,684,ORD,733,14,139,0
6,16,3,UA,34,OGG,2338,12.5,285,-16
10,15,6,B6,29,JFK,1005,20.67,198,NA
10,17,1,AA,2378,ORD,1197,16.25,180,-6
4,21,3,WN,792,SJC,188,17,55,6
7,13,3,UA,581,ORD,1739,14.83,257,-3
11,17,3,B6,135,JFK,1074,9.28,203,0
1,19,2,UA,1587,ORD,1515,8,238,108
0,26,6,UA,1204,ORD,412,17.92,83,63
4,3,6,AA,33,JFK,2475,7.75,360,-9
11,11,4,AA,425,ORD,1721,16,275,0
8,16,2,OO,5550,SFO,262,13.75,85,112
5,9,1,AA,309,LGA,733,7.83,140,NA
10,8,6,OH,6809,JFK,340,19.58,133,77
9,3,5,AA,360,ORD,733,15.17,135,31
3,8,2,UA,575,ORD,1721,15.25,260,-6
0,30,3,OO,6761,ORD,466,20,102,6
10,30,0,OO,5961,ORD,130,16.72,53,177
0,4,5,UA,681,ORD,1781,15,274,105
5,8,0,OH,5637,JFK,508,16.17,140,259
5,23,1,B6,15,JFK,1069,16.58,191,134
7,12,2,OH,5487,JFK,483,16.67,139,31
4,3,6,OO,6452,TUS,451,10.53,92,3
5,28,6,UA,1564,ORD,1144,18.08,177,54
6,7,1,WN,3076,SMF,479,8.75,85,-4
1,10,0,AA,1184,ORD,719,12,130,NA
7,8,5,AA,358,ORD,733,16.08,135,100
4,5,1,OO,6093,SFO,326,20.6,70,NA
6,8,2,OH,5519,LGA,585,7.75,131,141
9,30,4,AA,454,SFO,1464,6,210,11
4,31,6,B6,20,JFK,264,9.42,85,5
0,4,5,B6,1073,JFK,288,9.08,96,-8
5,20,5,UA,884,ORD,678,18.53,137,49
0,23,3,OH,5001,LGA,544,9.83,134,129
2,19,3,OH,5570,LGA,461,19.5,123,NA
2,27,4,AA,731,LGA,1389,11.25,250,-7
8,14,0,US,2187,LGA,214,19,77,-9
4,31,6,UA,1166,SFO,337,18,89,33
5,26,4,OO,5944,ORD,557,15.98,116,82
4,26,1,AA,341,ORD,334,18.92,85,5
4,22,4,HA,335,OGG,100,16.25,34,24
2,9,0,UA,253,ORD,888,17.33,158,21
10,23,0,AA,1990,SFO,2585,6,305,8
4,2,5,AA,1622,SJC,342,16,75,18
6,28,1,UA,409,LGA,1619,17.63,277,41
8,6,6,B6,640,SFO,2586,8,335,90
9,3,5,B6,345,JFK,1041,8.33,187,-19
0,13,0,US,58,SMF,397,20.67,84,-7
11,1,1,AA,2099,ORD,1745,7.08,270,86
9,14,2,OO,5756,SFO,153,13.68,59,2
10,19,3,WN,2556,SFO,337,20.92,85,-17
3,23,3,WN,225,SJC,386,15.33,85,-15
6,27,0,AA,1178,SFO,1464,15.17,215,-6
8,12,5,UA,87,JFK,2475,11.52,369,-9
1,7,4,UA,530,ORD,334,7,92,-6
2,21,5,OO,6274,ORD,738,15.87,136,NA
2,9,0,UA,766,ORD,622,21,103,47
3,5,6,OO,5415,SMF,373,6.33,107,114
6,28,1,UA,675,ORD,1041,19.93,169,59
3,15,2,UA,246,ORD,473,18.42,92,26
10,28,5,UA,360,ORD,589,11.13,108,-18
1,10,0,OO,6567,ORD,911,19.97,163,19
6,29,2,OO,5932,ORD,416,14.08,94,-25
7,29,5,B6,640,SFO,2586,8,336,19
5,23,1,WN,723,SFO,447,9.33,85,17
7,11,1,UA,681,LGA,733,13,156,172
3,22,2,UA,332,ORD,235,21.08,70,62
0,7,1,AA,2441,ORD,606,6.92,115,-9
6,8,2,US,2185,LGA,214,18,77,74
10,19,3,OH,6691,LGA,461,17.75,122,-9
2,28,5,UA,835,LGA,733,8,159,NA
0,22,2,B6,121,JFK,944,8,185,2
0,2,3,WN,1131,TUS,365,21.42,75,35
6,30,3,AA,780,ORD,1197,6.25,170,-6
7,27,3,B6,29,JFK,1005,20.5,190,51
3,19,6,UA,536,ORD,867,13.92,146,0
2,10,1,UA,906,SFO,1846,10.75,251,22
1,14,4,OO,5928,ORD,179,13.17,57,2
0,12,6,UA,862,SFO,967,11.08,151,26
6,28,1,US,1483,SFO,2254,13.75,287,NA
9,30,4,OO,5949,ORD,802,15.08,145,-7
9,24,5,WN,1001,SMF,647,17.08,110,3
6,10,4,OO,5779,SFO,412,11.13,104,7
0,17,4,AA,1807,ORD,606,18.67,120,NA
8,1,1,UA,139,ORD,1846,10,261,3
4,12,1,OO,5718,SFO,78,13.57,45,0
3,12,6,UA,642,ORD,719,10.67,135,35
1,26,2,UA,546,ORD,240,13.18,68,NA
4,9,5,UA,617,ORD,1726,15.03,261,27
1,26,2,AA,370,ORD,733,12.58,130,42
4,11,0,OH,5014,LGA,722,21,154,-19
5,3,2,UA,679,LGA,733,12,150,85
2,2,0,UA,1506,SFO,651,18.5,117,68
3,18,5,OH,5501,JFK,340,8.42,110,9
7,14,4,B6,195,JFK,2248,18.83,350,337
2,18,2,UA,1224,ORD,678,9.5,116,21
0,27,0,OH,5570,LGA,461,19.5,130,-30
0,28,1,AA,1544,ORD,612,18,105,139
7,4,1,OO,6332,SFO,262,12.8,74,32
6,17,4,AA,325,ORD,258,9,65,-6
10,12,3,OH,6771,LGA,641,17.5,146,126
9,8,3,UA,11,JFK,2586,11,389,-36
1,17,0,UA,847,LGA,229,19.4,87,0
11,26,5,US,504,ORD,1440,17.17,235,100
2,29,6,OH,5616,JFK,301,20.33,127,-32
7,22,5,AA,591,ORD,1118,10.5,170,-4
7,3,0,OO,6604,ORD,717,18,121,42
2,19,3,AA,1247,ORD,1745,11.08,265,23
11,25,4,OH,6785,JFK,213,16,96,16
9,5,0,AA,785,LGA,1389,17.67,245,-26
6,15,2,B6,97,JFK,1626,20.08,272,83
6,19,6,B6,83,JFK,2421,20.58,380,121
0,1,2,OO,6406,SFO,451,11.42,94,16
8,6,6,OO,6567,ORD,911,20.83,152,19
10,15,6,OO,5563,SMF,86,8.58,50,2
8,19,5,AA,413,ORD,1726,11.75,255,-15
7,7,4,UA,88,SFO,2565,12.87,345,68
8,24,3,B6,112,JFK,301,22.5,95,-9
2,31,1,OO,3869,SMF,532,17.93,97,4
0,14,1,UA,888,SFO,337,10.9,86,NA
1,12,2,WN,557,SJC,417,6.83,75,6
11,16,2,WN,1152,TUS,367,11.67,75,25
5,15,0,UA,922,ORD,589,6.12,106,-4
5,7,6,OH,5767,JFK,94,17.42,91,46
3,4,5,AA,1855,LGA,887,8.5,175,NA
7,22,5,UA,892,SFO,2586,10.5,354,82
7,3,0,WN,2043,SMF,389,16.25,75,43
9,22,3,OO,6089,ORD,1041,8.4,167,-11
0,25,5,WN,285,SMF,389,17.42,75,63
7,11,1,AA,325,ORD,258,9,65,62
7,8,5,UA,646,ORD,719,13.18,151,168
2,15,6,OO,4021,SFO,599,13,108,19
7,2,6,AA,1411,ORD,334,21.83,80,61
10,21,5,UA,886,SFO,1846,13.57,248,-31
3,20,0,OO,5443,SFO,329,16,92,16
1,5,2,OO,5985,ORD,323,19.55,79,165
0,23,3,WN,2372,TUS,367,18.92,70,4
3,14,1,UA,144,ORD,177,13.33,65,72
5,22,0,OO,5888,ORD,109,14.75,56,-3
6,6,0,UA,466,SFO,967,16.18,158,29
1,13,3,AA,731,LGA,1389,11.25,250,54
2,2,0,UA,602,ORD,612,7,105,27
0,29,2,UA,392,ORD,594,18.17,107,95
3,14,1,B6,83,JFK,2421,19.42,398,-23
0,27,0,WN,2624,SMF,373,20,80,38
2,19,3,OO,5756,SFO,153,13,58,46
10,28,5,AA,2450,SFO,337,12.25,85,33
8,11,4,OO,6150,SFO,363,17.38,77,2
11,15,1,AA,743,LGA,1389,12.5,255,19
2,11,2,AA,301,ORD,258,8.25,70,-15
1,22,5,AA,133,JFK,2475,16.08,380,101
11,22,1,UA,1164,SFO,447,22.35,88,49
7,5,2,OO,5482,SFO,199,13.02,72,135
7,3,0,WN,3576,SJC,333,11,70,2
10,14,5,WN,47,SJC,417,10,80,-7
2,18,2,WN,2987,SJC,386,9.75,80,-6
5,21,6,B6,102,JFK,301,7.92,87,-11
6,18,5,AA,178,SFO,2586,13.5,340,78
9,25,6,US,1881,ORD,599,17.75,115,56
2,19,3,OO,5912,ORD,316,10.67,73,-9
5,6,5,AA,442,SFO,2585,11.92,335,41
1,23,6,B6,644,SFO,2586,12.42,325,244
2,26,3,OO,5474,SFO,250,8.92,79,20
1,21,4,AA,1757,LGA,887,12.92,170,NA
11,10,3,UA,314,ORD,412,21.33,91,-7
5,27,5,UA,1299,ORD,412,11.27,86,23
5,13,5,OH,5585,JFK,184,9,100,15
3,4,5,OO,5571,SFO,262,8.43,81,-15
7,19,2,UA,675,ORD,1041,19.93,169,24
5,16,1,AA,368,ORD,733,13.33,135,NA
6,27,0,B6,141,JFK,1028,6.58,158,50
4,5,1,UA,1530,ORD,1005,10.6,152,3
1,11,1,OO,5948,ORD,177,16.23,62,20
9,7,2,OO,6499,SJC,308,10.22,87,-16
6,9,3,AA,510,ORD,235,18.83,80,24
6,21,1,UA,3,OGG,84,14.83,36,23
6,9,3,B6,1305,JFK,228,9,88,4
4,11,0,UA,36,OGG,2338,21.5,290,205
0,17,4,OO,5570,SFO,262,17.33,79,6
6,24,4,UA,1582,SFO,414,20.23,94,-7
0,22,2,UA,780,SFO,550,18.17,100,-2
1,10,0,UA,717,ORD,1723,19.92,265,57
5,28,6,OO,5724,SFO,78,16.68,42,96
1,25,1,B6,11,JFK,1069,20.92,190,-13
8,29,1,B6,353,JFK,2465,7.92,366,-11
4,19,1,UA,1220,SJC,948,7,163,5
8,8,1,OO,6337,ORD,109,12.12,45,29
3,14,1,UA,295,ORD,1781,15.25,269,12
5,7,6,B6,53,JFK,1005,13.5,172,1
4,29,4,WN,3774,SMF,358,10.08,70,-5
5,8,0,UA,136,SFO,1846,9.8,251,143
6,17,4,OO,6125,ORD,160,22.78,56,-21
5,1,0,OO,5952,ORD,585,12.55,110,70
2,29,6,UA,172,SFO,2704,8.58,333,-17
0,29,2,WN,386,SJC,296,20.83,60,-3
5,27,5,UA,588,SJC,948,10.83,148,5
3,3,4,OH,5032,ORD,264,19.17,73,70
5,17,2,AA,33,JFK,2475,7.75,350,35
2,7,5,US,856,ORD,678,20.42,120,16
5,14,6,AA,363,LGA,733,19.42,150,NA
9,11,6,OO,6493,SJC,308,14.3,87,-4
7,13,3,US,206,SMF,647,12.5,114,16
6,19,6,UA,274,SFO,1482,10.67,213,21
4,27,2,OH,5166,LGA,585,20.92,128,NA
0,24,4,AA,1869,ORD,258,19.75,70,34
2,20,4,B6,623,JFK,1428,8,253,46
1,21,4,UA,446,ORD,599,15.93,108,18
0,2,3,OO,5829,ORD,67,16.75,50,109
0,18,5,OH,5139,LGA,292,8.72,102,60
1,18,1,B6,177,JFK,2153,8.08,343,7
10,5,3,AA,348,ORD,733,19.33,129,38
6,8,2,AA,1998,SJC,1438,11,210,-6
7,21,4,OO,5479,SFO,238,12.57,85,53
11,18,4,US,2161,LGA,214,6,66,8
3,7,1,OH,5543,LGA,585,13.43,149,56
8,8,1,AA,1137,ORD,837,8.08,135,-15
3,24,4,AA,1807,ORD,606,18.92,120,27
7,22,5,OO,6597,SFO,192,18.48,60,-6
2,12,3,UA,906,SFO,1846,10.75,251,67
6,18,5,OO,5724,SFO,78,16,42,-1
2,14,5,UA,139,ORD,1846,9.75,270,20
11,21,0,AA,2057,ORD,2072,8.5,275,37
6,3,4,B6,1016,JFK,187,19.08,93,24
7,29,5,UA,72,SFO,372,17.17,93,85
7,22,5,UA,1597,ORD,1515,17.67,231,32
7,2,6,UA,1560,ORD,1012,9.5,156,38
6,12,6,OO,6088,ORD,296,10.87,72,40
4,10,6,B6,727,JFK,1576,23.98,226,-24
5,23,1,AA,1014,ORD,258,21.5,60,66
6,19,6,OO,6173,ORD,160,8.02,51,22
7,20,3,OO,6567,ORD,911,20.98,149,81
2,31,1,US,754,ORD,678,13.83,126,NA
5,14,6,UA,528,ORD,867,9.23,136,NA
6,11,5,OO,5473,SFO,329,14.92,93,42
11,4,4,UA,682,ORD,733,13.05,142,17
11,29,1,OH,6696,ORD,264,17.83,80,-23
2,13,4,UA,931,SFO,337,19.45,92,3
2,30,0,UA,725,ORD,802,20.33,148,-3
3,26,6,UA,47,JFK,2475,9.5,373,35
0,17,4,UA,1226,ORD,622,7.08,108,-11
1,24,0,OO,6089,ORD,1041,8.33,181,-25
2,13,4,AA,1635,JFK,1597,8.08,230,30
3,17,4,AA,341,ORD,334,18.92,85,24
4,13,2,UA,1166,SFO,337,18.17,89,-11
5,26,4,WN,1896,SFO,337,12,80,115
3,17,4,B6,620,JFK,301,12.17,85,-2
11,24,3,OH,6503,JFK,892,18.92,198,282
5,4,3,UA,1147,ORD,802,14.75,151,105
5,10,2,AA,1041,ORD,1829,9.92,265,31
3,13,0,WN,2789,SMF,358,13,70,22
7,21,4,OH,5621,JFK,184,20,102,76
6,12,6,UA,589,ORD,802,9.77,142,116
10,25,2,OH,6614,ORD,740,17.42,160,-20
2,25,2,UA,74,SFO,2419,22.17,297,24
6,10,4,UA,1163,SFO,337,13.85,89,6
9,5,0,OO,6740,ORD,344,15.88,79,-20
11,30,2,US,333,JFK,2153,9.48,351,25
4,16,5,UA,689,LGA,733,17.08,160,100
3,21,1,HA,38,OGG,2541,12.75,300,1
11,22,1,UA,254,ORD,316,21.6,75,19
2,31,1,UA,1244,ORD,589,21.33,103,160
2,23,0,B6,99,JFK,2576,8.92,395,-44
10,16,0,B6,119,JFK,1182,14.65,213,37
10,10,1,AA,2357,ORD,802,20.83,150,NA
10,4,2,WN,2356,SMF,397,11.92,80,93
0,8,2,US,343,ORD,1440,7.42,235,69
11,8,1,AA,347,LGA,733,18.42,170,-5
1,29,5,OO,6226,ORD,584,14.48,110,3
5,22,0,AA,1943,SFO,337,18.83,80,27
7,12,2,AA,1459,ORD,235,21.83,65,-11
5,4,3,UA,59,SFO,2367,8.92,323,-30
11,17,3,AA,753,LGA,1389,14.25,255,NA
8,29,1,WN,325,SJC,333,15,70,23
6,19,6,UA,1028,ORD,235,6.43,79,12
3,16,3,OO,5979,ORD,122,17.02,50,127
3,19,6,AA,775,LGA,1097,8.5,185,36
1,12,2,WN,2097,SMF,358,10.67,70,-1
7,17,0,AA,2057,ORD,2072,8,280,-16
8,22,1,AA,425,ORD,1721,15.67,270,-29
5,10,2,UA,245,ORD,888,8.98,149,3
9,14,2,OO,5563,SMF,86,8.72,46,1
0,24,4,WN,1019,SFO,337,14.42,90,NA
11,8,1,AA,1544,ORD,612,17.83,105,6
1,12,2,WN,1510,TUS,747,8.5,140,-19
11,17,3,AA,780,ORD,1197,6,175,21
5,16,1,WN,3902,SFO,337,8.42,80,21
8,1,1,B6,66,JFK,301,11,82,-12
6,16,3,US,1233,LGA,544,11.25,126,-7
8,30,2,B6,121,JFK,944,7.17,163,4
2,31,1,OO,6412,ORD,316,21.33,71,94
3,11,5,AA,127,JFK,2446,15.42,340,79
10,15,6,WN,3792,SMF,480,12.17,85,-2
11,19,5,US,3,SMF,647,6,109,-5
6,12,6,UA,1587,ORD,1515,8.15,231,11
10,28,5,B6,101,JFK,1028,10.6,178,-13
4,16,5,B6,36,JFK,264,20.75,99,105
11,7,0,US,210,SMF,647,18,105,1
2,21,5,AA,1810,SJC,1476,9.08,200,-5
0,1,2,OO,5902,ORD,224,13.17,66,21
11,7,0,WN,2194,SJC,342,15.08,75,-4
5,9,1,OO,6378,SFO,963,14.85,163,-26
10,23,0,AA,1964,ORD,1197,12.92,180,17
0,13,0,AA,1392,ORD,719,16.33,135,19
9,17,5,US,31,OGG,2845,22.67,341,-16
2,12,3,OH,5385,LGA,641,8.75,153,42
11,16,2,OH,6493,LGA,292,15,102,-2
11,18,4,OH,6401,JFK,425,19.42,127,31
7,25,1,UA,678,ORD,733,11.08,133,23
7,26,2,AA,350,ORD,733,18.08,160,31
10,29,6,HA,545,OGG,100,17.67,34,NA
5,25,3,UA,886,SFO,337,12.73,90,39
0,23,3,US,1445,LGA,335,15.67,100,-34
1,23,6,UA,959,ORD,888,19.92,154,60
2,2,0,OO,6477,SMF,373,14.85,86,2
1,6,3,B6,1303,JFK,228,8.92,95,-8
0,25,5,AA,547,ORD,1652,10.17,251,11
4,16,5,AA,487,JFK,1391,17.48,235,51
0,5,6,WN,2385,SMF,389,12,75,28
7,19,2,OO,3912,SFO,599,13,108,93
5,10,2,UA,943,ORD,1745,15.18,258,93
10,9,0,B6,119,JFK,1182,14.65,213,5
8,8,1,OO,5983,ORD,438,20.48,97,127
7,26,2,AA,1807,ORD,606,18.92,120,95
2,28,5,OH,5105,ORD,264,13.83,75,25
2,26,3,B6,91,JFK,2576,15.17,390,42
10,19,3,B6,1065,JFK,1522,13,259,-26
1,10,0,B6,611,JFK,829,8.25,163,68
6,5,6,HA,555,OGG,100,20.58,34,32
5,29,0,UA,642,ORD,719,10.53,133,24
3,23,3,UA,622,ORD,612,17,109,-7
0,31,4,B6,919,JFK,740,21.25,177,198
1,22,5,US,2140,LGA,185,19,76,53
3,24,4,OO,3894,ORD,606,11.67,120,13
11,10,3,AA,2019,LGA,887,19.98,170,42
8,5,5,AA,743,LGA,1389,12.17,230,4
11,24,3,UA,117,ORD,1721,20.28,275,41
4,1,4,UA,612,ORD,612,12,104,64
7,12,2,B6,309,JFK,228,15.5,88,34
6,13,0,OH,5526,JFK,267,22,107,NA
9,10,5,AA,3,JFK,2475,12.5,365,16
1,14,4,AA,305,LGA,733,6.83,155,-4
2,27,4,OO,6756,ORD,773,19.83,127,208
5,18,3,B6,201,JFK,2465,8.5,357,3
6,27,0,UA,508,ORD,763,18.75,125,-14
11,17,3,OO,5751,SFO,315,12.5,89,10
0,14,1,AA,1297,LGA,761,19.42,155,27
5,16,1,OO,5946,ORD,588,15.45,113,24
5,24,2,UA,894,SFO,967,8.67,158,-14
10,17,1,OO,6585,ORD,213,14.93,63,-7
7,4,1,UA,685,LGA,733,15,154,NA
10,10,1,AA,455,ORD,1745,15.17,260,-24
3,23,3,WN,441,SFO,414,6.33,90,-18
9,27,1,B6,1087,JFK,541,21.67,132,-15
1,13,3,US,1533,SFO,2296,7.33,287,-1
6,26,6,UA,856,SFO,967,11.18,153,-2
2,31,1,OO,3913,SMF,532,9.9,101,20
6,28,1,OH,5592,JFK,187,19.5,104,36
9,31,5,B6,300,SJC,324,19.5,70,59
11,13,6,OH,6673,JFK,213,13,89,-9
7,1,5,AA,1565,ORD,334,7.33,85,47
2,31,1,UA,64,SFO,372,6.67,88,-1
8,30,2,WN,690,SMF,605,21.17,115,-16
5,21,6,AA,751,LGA,1389,14.42,230,31
11,22,1,OO,4859,SMF,532,9.95,100,54
6,15,2,B6,907,JFK,740,9.5,166,-21
4,2,5,B6,290,SFO,599,17.42,110,-12
1,21,4,OH,5203,JFK,1522,19.25,259,NA
7,30,6,AA,779,ORD,1723,10.33,240,23
6,12,6,UA,756,ORD,865,18,145,7
4,23,5,US,2118,LGA,185,8,70,-5
3,30,3,OO,3960,SMF,532,16.2,97,-6
0,27,0,WN,3141,SMF,404,15.42,80,25
2,2,0,UA,1510,SFO,651,8.67,117,-2
5,3,2,OO,5875,ORD,196,8,59,37
5,22,0,AA,428,TUS,813,8.25,135,-7
5,11,3,B6,41,JFK,944,9.25,174,-14
6,29,2,OH,5659,JFK,425,12.92,104,51
6,26,6,WN,2078,SJC,296,7.08,65,-6
7,24,0,WN,1207,SMF,358,16.5,70,59
11,23,2,UA,575,ORD,1721,15.5,275,94
2,5,3,WN,2471,TUS,451,9.33,90,-4
6,19,6,UA,651,ORD,1723,20.58,250,24
4,30,5,UA,943,ORD,1745,15.07,261,19
4,22,4,US,1848,ORD,599,9.55,117,-19
10,24,1,AA,1223,ORD,1721,18.67,270,26
2,8,6,B6,72,JFK,209,16.33,70,238
7,1,5,UA,294,SFO,2457,15.02,319,100
10,7,5,UA,146,ORD,647,19.15,119,0
8,24,3,UA,259,ORD,888,16.92,152,81
4,21,3,UA,549,ORD,334,11,83,21
1,22,5,B6,8,JFK,301,15.08,80,113
11,21,0,WN,1217,SJC,417,7,75,-9
1,11,1,AA,751,LGA,1389,14.75,240,22
4,20,2,AA,321,ORD,978,13.75,160,-3
5,13,5,WN,807,SJC,296,20.08,60,21
9,27,1,AA,2345,ORD,802,18,145,NA
5,13,5,OH,5588,JFK,340,8.33,119,39
11,31,3,UA,150,SFO,1846,16.57,243,158
11,15,1,AA,329,LGA,733,13,165,NA
7,8,5,UA,299,SFO,326,9,76,4
6,30,3,AA,1869,ORD,258,20.75,65,18
7,21,4,AA,1715,ORD,1515,12.83,225,-13
8,14,0,AA,360,ORD,733,15.17,135,109
6,5,6,UA,121,ORD,1745,12.33,251,78
6,16,3,AA,154,ORD,867,17.67,145,-13
2,9,0,B6,625,JFK,1428,13.08,245,108
10,7,5,OH,6515,JFK,740,9,162,-24
6,13,0,B6,1061,JFK,1522,9.33,244,-14
5,13,5,WN,613,SJC,188,21.08,55,-9
4,16,5,AA,442,SFO,2585,11.92,320,24
4,23,5,OO,5703,SJC,234,16.92,67,19
2,14,5,UA,1468,SFO,414,22.42,89,8
5,25,3,UA,553,ORD,334,13.25,85,-1
3,6,0,WN,3675,SJC,308,11.42,70,39
8,10,3,UA,137,ORD,1846,8.1,269,17
7,17,0,AA,317,LGA,733,9.83,155,-28
7,6,3,US,2138,LGA,185,18,74,64
11,16,2,WN,2141,SMF,480,21.33,85,16
4,24,6,AA,272,SFO,2585,20.83,315,3
3,7,1,B6,172,SMF,2521,0.25,310,-2
2,8,6,OO,6138,ORD,139,11.92,54,-4
6,4,5,OO,5741,SFO,78,11.08,50,87
11,25,4,UA,46,OGG,2486,21.72,302,4
7,17,0,OO,5449,SFO,86,16.42,47,49
1,22,5,AA,543,LGA,1011,19.25,180,NA
7,6,3,WN,448,SJC,188,11.5,55,-1
9,6,1,HA,185,OGG,100,11.57,34,0
6,20,0,AA,1345,ORD,1745,14.08,250,49
5,8,0,AA,810,ORD,612,13.83,110,163
7,1,5,WN,439,SMF,479,14.33,85,0
7,15,5,OH,5721,LGA,431,12.52,112,80
0,5,6,B6,1604,JFK,274,13.33,80,31
3,27,0,UA,732,ORD,589,8.5,111,17
11,3,3,WN,2381,SFO,967,11.67,150,44
6,26,6,US,612,SFO,651,9.17,120,-8
2,3,1,AA,895,ORD,888,12.67,155,41
8,22,1,US,384,SMF,397,10.13,80,8
3,2,3,UA,626,ORD,612,19,103,29
2,21,5,AA,1503,ORD,1120,11.5,165,NA
